########## REPORT GEN: 2 ##########
SPECIES: 
Toca           		Mean: 323.97 		Best: 941.16 		N:3
Patrick        		Mean: 303.73 		Best: 916.01 		N:3
Henley         		Mean: 302.8 		Best: 914.58 		N:3
Robinson       		Mean: 113.06 		Best: 910.57 		N:8
Lockridge      		Mean: 225.53 		Best: 908.7 		N:4
Mclean         		Mean: 225.52 		Best: 902.02 		N:4
Higginbotham   		Mean: 226.85 		Best: 901.52 		N:4
Mercado        		Mean: 150.37 		Best: 901.52 		N:6
Green          		Mean: 453.45 		Best: 901.52 		N:2

########## REPORT GEN: 99 ##########
SPECIES: 
Ulrich         		Mean: 308.04 		Best: 948.91 		N:3
Carlton        		Mean: 305.38 		Best: 941.16 		N:3
Smith          		Mean: 183.52 		Best: 936.0 		N:5
Taylor         		Mean: 303.41 		Best: 923.76 		N:3
Hazzard        		Mean: 183.07 		Best: 919.7 		N:5
Green          		Mean: 227.31 		Best: 919.7 		N:4
Patrick        		Mean: 226.82 		Best: 916.01 		N:4
Lockridge      		Mean: 129.23 		Best: 916.01 		N:7
Henley         		Mean: 226.76 		Best: 914.58 		N:4
Robinson       		Mean: 302.01 		Best: 910.86 		N:3
Mclean         		Mean: 129.24 		Best: 910.37 		N:7
Priddy         		Mean: 302.59 		Best: 901.52 		N:3
Quintana       		Mean: 301.54 		Best: 901.52 		N:3
Ator           		Mean: 450.87 		Best: 901.52 		N:2
Higginbotham   		Mean: 151.23 		Best: 901.52 		N:6
Mercado        		Mean: 180.51 		Best: 901.52 		N:5

########## REPORT GEN: 100 ##########
SPECIES: 
Ulrich         		Mean: 130.4 		Best: 948.91 		N:7
Mclean         		Mean: 232.24 		Best: 948.91 		N:4
Carlton        		Mean: 151.53 		Best: 941.16 		N:6
Smith          		Mean: 130.75 		Best: 936.0 		N:7
Taylor         		Mean: 151.72 		Best: 923.76 		N:6
Green          		Mean: 304.18 		Best: 919.7 		N:3
Smith          		Mean: 227.85 		Best: 919.7 		N:4
Patrick        		Mean: 225.97 		Best: 916.01 		N:4
Lockridge      		Mean: 225.99 		Best: 916.01 		N:4
Mercado        		Mean: 226.87 		Best: 914.58 		N:4
Robinson       		Mean: 302.05 		Best: 910.88 		N:3
Hazzard        		Mean: 301.61 		Best: 901.52 		N:3
Henley         		Mean: 180.61 		Best: 901.52 		N:5
Priddy         		Mean: 226.2 		Best: 901.52 		N:4
Quintana       		Mean: 112.97 		Best: 901.52 		N:8
Ator           		Mean: 301.58 		Best: 901.52 		N:3
Higginbotham   		Mean: 302.05 		Best: 901.52 		N:3

########## REPORT GEN: 101 ##########
SPECIES: 
Ulrich         		Mean: 131.17 		Best: 948.91 		N:7
Mclean         		Mean: 464.09 		Best: 948.91 		N:2
Carlton        		Mean: 228.16 		Best: 941.16 		N:4
Smith          		Mean: 152.06 		Best: 936.0 		N:6
Taylor         		Mean: 227.13 		Best: 923.76 		N:4
Green          		Mean: 227.6 		Best: 919.7 		N:4
Higginbotham   		Mean: 113.76 		Best: 919.7 		N:8
Lockridge      		Mean: 150.87 		Best: 916.01 		N:6
Patrick        		Mean: 151.05 		Best: 916.01 		N:6
Mercado        		Mean: 151.42 		Best: 914.58 		N:6
Henley         		Mean: 226.84 		Best: 914.58 		N:4
Smith          		Mean: 302.07 		Best: 901.52 		N:3
Robinson       		Mean: 300.57 		Best: 901.52 		N:3
Hazzard        		Mean: 181.53 		Best: 901.52 		N:5
Priddy         		Mean: 113.18 		Best: 901.52 		N:8
Quintana       		Mean: 181.06 		Best: 901.52 		N:5
Ator           		Mean: 129.68 		Best: 901.52 		N:7

########## REPORT GEN: 102 ##########
SPECIES: 
Ulrich         		Mean: 474.45 		Best: 948.91 		N:2
Patrick        		Mean: 234.0 		Best: 948.91 		N:4
Carlton        		Mean: 151.51 		Best: 941.16 		N:6
Robinson       		Mean: 305.67 		Best: 936.0 		N:3
Higginbotham   		Mean: 151.73 		Best: 919.7 		N:6
Lockridge      		Mean: 227.56 		Best: 918.83 		N:4
Mclean         		Mean: 152.2 		Best: 916.01 		N:6
Mercado        		Mean: 226.62 		Best: 914.58 		N:4
Henley         		Mean: 152.08 		Best: 914.58 		N:6
Smith          		Mean: 129.1 		Best: 914.02 		N:7
Taylor         		Mean: 150.45 		Best: 901.53 		N:6
Green          		Mean: 302.54 		Best: 901.52 		N:3
Smith          		Mean: 181.45 		Best: 901.52 		N:5
Hazzard        		Mean: 300.68 		Best: 901.52 		N:3
Priddy         		Mean: 181.05 		Best: 901.52 		N:5
Quintana       		Mean: 226.25 		Best: 901.52 		N:4
Ator           		Mean: 129.52 		Best: 901.52 		N:7

########## REPORT GEN: 103 ##########
SPECIES: 
Ulrich         		Mean: 186.75 		Best: 948.91 		N:5
Patrick        		Mean: 132.95 		Best: 948.91 		N:7
Mclean         		Mean: 230.67 		Best: 948.91 		N:4
Carlton        		Mean: 228.2 		Best: 941.16 		N:4
Green          		Mean: 227.53 		Best: 919.7 		N:4
Priddy         		Mean: 113.5 		Best: 919.7 		N:8
Robinson       		Mean: 101.44 		Best: 918.83 		N:9
Mercado        		Mean: 181.8 		Best: 914.58 		N:5
Henley         		Mean: 181.2 		Best: 914.58 		N:5
Taylor         		Mean: 225.82 		Best: 901.52 		N:4
Higginbotham   		Mean: 129.65 		Best: 901.52 		N:7
Smith          		Mean: 300.73 		Best: 901.52 		N:3
Smith          		Mean: 302.03 		Best: 901.52 		N:3
Hazzard        		Mean: 450.86 		Best: 901.52 		N:2
Quintana       		Mean: 181.56 		Best: 901.52 		N:5
Ator           		Mean: 226.7 		Best: 901.52 		N:4

########## REPORT GEN: 104 ##########
SPECIES: 
Ulrich         		Mean: 232.52 		Best: 948.91 		N:4
Patrick        		Mean: 153.09 		Best: 948.91 		N:6
Lockridge      		Mean: 230.73 		Best: 948.91 		N:4
Carlton        		Mean: 182.12 		Best: 941.16 		N:5
Ator           		Mean: 90.95 		Best: 923.48 		N:10
Hazzard        		Mean: 181.75 		Best: 919.7 		N:5
Mercado        		Mean: 181.81 		Best: 914.58 		N:5
Henley         		Mean: 304.12 		Best: 914.58 		N:3
Mclean         		Mean: 450.35 		Best: 901.92 		N:2
Taylor         		Mean: 180.65 		Best: 901.52 		N:5
Green          		Mean: 451.04 		Best: 901.52 		N:2
Priddy         		Mean: 181.08 		Best: 901.52 		N:5
Robinson       		Mean: 225.53 		Best: 901.52 		N:4
Smith          		Mean: 225.53 		Best: 901.52 		N:4
Smith          		Mean: 226.68 		Best: 901.52 		N:4
Quintana       		Mean: 226.07 		Best: 901.52 		N:4

########## REPORT GEN: 105 ##########
SPECIES: 
Ulrich         		Mean: 183.61 		Best: 948.91 		N:5
Patrick        		Mean: 186.3 		Best: 948.91 		N:5
Lockridge      		Mean: 230.2 		Best: 948.91 		N:4
Mclean         		Mean: 464.36 		Best: 948.91 		N:2
Carlton        		Mean: 305.5 		Best: 941.16 		N:3
Ator           		Mean: 182.91 		Best: 923.48 		N:5
Hazzard        		Mean: 151.83 		Best: 919.7 		N:6
Mercado        		Mean: 151.35 		Best: 914.58 		N:6
Henley         		Mean: 302.72 		Best: 914.58 		N:3
Taylor         		Mean: 301.07 		Best: 901.52 		N:3
Higginbotham   		Mean: 181.03 		Best: 901.52 		N:5
Priddy         		Mean: 302.5 		Best: 901.52 		N:3
Robinson       		Mean: 300.77 		Best: 901.52 		N:3
Smith          		Mean: 180.46 		Best: 901.52 		N:5
Smith          		Mean: 452.58 		Best: 901.52 		N:2
Quintana       		Mean: 300.95 		Best: 901.52 		N:3

########## REPORT GEN: 106 ##########
SPECIES: 
Patrick        		Mean: 308.16 		Best: 948.91 		N:3
Lockridge      		Mean: 154.27 		Best: 948.91 		N:6
Mclean         		Mean: 307.52 		Best: 948.91 		N:3
Taylor         		Mean: 152.29 		Best: 948.91 		N:6
Carlton        		Mean: 151.6 		Best: 941.16 		N:6
Priddy         		Mean: 458.66 		Best: 923.48 		N:2
Ator           		Mean: 227.26 		Best: 919.7 		N:4
Green          		Mean: 227.53 		Best: 919.7 		N:4
Higginbotham   		Mean: 454.44 		Best: 914.58 		N:2
Henley         		Mean: 129.63 		Best: 914.58 		N:7
Hazzard        		Mean: 225.46 		Best: 901.52 		N:4
Robinson       		Mean: 225.6 		Best: 901.52 		N:4
Smith          		Mean: 225.54 		Best: 901.52 		N:4
Smith          		Mean: 226.2 		Best: 901.52 		N:4
Quintana       		Mean: 180.89 		Best: 901.52 		N:5

########## REPORT GEN: 107 ##########
SPECIES: 
Mclean         		Mean: 465.12 		Best: 948.91 		N:2
Carlton        		Mean: 232.21 		Best: 948.91 		N:4
Ulrich         		Mean: 152.64 		Best: 948.91 		N:6
Green          		Mean: 114.05 		Best: 923.48 		N:8
Ator           		Mean: 227.9 		Best: 919.7 		N:4
Patrick        		Mean: 150.77 		Best: 918.45 		N:6
Hazzard        		Mean: 227.26 		Best: 914.58 		N:4
Henley         		Mean: 228.28 		Best: 914.58 		N:4
Taylor         		Mean: 450.76 		Best: 901.52 		N:2
Priddy         		Mean: 452.43 		Best: 901.52 		N:2
Higginbotham   		Mean: 226.36 		Best: 901.52 		N:4
Robinson       		Mean: 225.61 		Best: 901.52 		N:4
Smith          		Mean: 225.63 		Best: 901.52 		N:4
Smith          		Mean: 301.53 		Best: 901.52 		N:3
Quintana       		Mean: 450.8 		Best: 901.52 		N:2

########## REPORT GEN: 108 ##########
SPECIES: 
Mclean         		Mean: 85.03 		Best: 948.91 		N:11
Patrick        		Mean: 464.98 		Best: 948.91 		N:2
Mercado        		Mean: 231.29 		Best: 948.91 		N:4
Taylor         		Mean: 185.6 		Best: 948.91 		N:5
Smith          		Mean: 303.96 		Best: 923.48 		N:3
Quintana       		Mean: 227.25 		Best: 919.7 		N:4
Ator           		Mean: 129.84 		Best: 914.58 		N:7
Green          		Mean: 452.41 		Best: 901.52 		N:2
Hazzard        		Mean: 181.27 		Best: 901.52 		N:5
Priddy         		Mean: 452.38 		Best: 901.52 		N:2
Higginbotham   		Mean: 300.56 		Best: 901.52 		N:3
Robinson       		Mean: 225.62 		Best: 901.52 		N:4
Smith          		Mean: 450.76 		Best: 901.52 		N:2
Ulrich         		Mean: 449.43 		Best: 898.34 		N:2

########## REPORT GEN: 109 ##########
SPECIES: 
Mclean         		Mean: 307.05 		Best: 948.91 		N:3
Patrick        		Mean: 103.43 		Best: 948.91 		N:9
Taylor         		Mean: 229.32 		Best: 948.91 		N:4
Lockridge      		Mean: 229.01 		Best: 948.91 		N:4
Green          		Mean: 130.06 		Best: 928.02 		N:7
Quintana       		Mean: 456.29 		Best: 923.48 		N:2
Higginbotham   		Mean: 227.29 		Best: 919.7 		N:4
Ator           		Mean: 456.42 		Best: 914.58 		N:2
Smith          		Mean: 129.76 		Best: 914.58 		N:7
Henley         		Mean: 304.12 		Best: 914.58 		N:3
Priddy         		Mean: 180.94 		Best: 901.52 		N:5
Robinson       		Mean: 225.64 		Best: 901.52 		N:4
Smith          		Mean: 300.58 		Best: 901.52 		N:3
Ulrich         		Mean: 449.34 		Best: 898.34 		N:2

########## REPORT GEN: 110 ##########
SPECIES: 
Mclean         		Mean: 132.67 		Best: 948.91 		N:7
Patrick        		Mean: 152.52 		Best: 948.91 		N:6
Lockridge      		Mean: 155.07 		Best: 948.91 		N:6
Ulrich         		Mean: 152.28 		Best: 948.91 		N:6
Priddy         		Mean: 182.86 		Best: 928.02 		N:5
Higginbotham   		Mean: 114.55 		Best: 923.48 		N:8
Ator           		Mean: 455.77 		Best: 919.7 		N:2
Henley         		Mean: 151.66 		Best: 914.58 		N:6
Taylor         		Mean: 450.91 		Best: 901.52 		N:2
Green          		Mean: 225.44 		Best: 901.52 		N:4
Quintana       		Mean: 226.78 		Best: 901.52 		N:4
Robinson       		Mean: 180.47 		Best: 901.52 		N:5
Smith          		Mean: 128.96 		Best: 901.52 		N:7

########## REPORT GEN: 111 ##########
SPECIES: 
Mclean         		Mean: 232.56 		Best: 948.91 		N:4
Lockridge      		Mean: 114.93 		Best: 948.91 		N:8
Ulrich         		Mean: 312.75 		Best: 948.91 		N:3
Taylor         		Mean: 307.38 		Best: 948.91 		N:3
Smith          		Mean: 305.49 		Best: 928.02 		N:3
Quintana       		Mean: 152.13 		Best: 923.48 		N:6
Priddy         		Mean: 229.5 		Best: 919.7 		N:4
Ator           		Mean: 113.4 		Best: 919.7 		N:8
Henley         		Mean: 226.46 		Best: 914.58 		N:4
Higginbotham   		Mean: 450.87 		Best: 901.52 		N:2
Green          		Mean: 226.03 		Best: 901.52 		N:4
Robinson       		Mean: 300.28 		Best: 901.52 		N:3
Smith          		Mean: 225.62 		Best: 901.52 		N:4
Patrick        		Mean: 299.61 		Best: 898.34 		N:3

########## REPORT GEN: 112 ##########
SPECIES: 
Mclean         		Mean: 465.14 		Best: 948.91 		N:2
Lockridge      		Mean: 134.4 		Best: 948.91 		N:7
Ulrich         		Mean: 185.04 		Best: 948.91 		N:5
Taylor         		Mean: 153.88 		Best: 948.91 		N:6
Quintana       		Mean: 101.13 		Best: 928.02 		N:9
Smith          		Mean: 227.39 		Best: 923.48 		N:4
Higginbotham   		Mean: 305.47 		Best: 919.7 		N:3
Priddy         		Mean: 101.08 		Best: 914.58 		N:9
Henley         		Mean: 150.69 		Best: 914.58 		N:6
Green          		Mean: 180.98 		Best: 901.52 		N:5
Robinson       		Mean: 150.28 		Best: 901.52 		N:6
Smith          		Mean: 150.38 		Best: 901.52 		N:6
Gaunt          		Mean: 150.36 		Best: 901.52 		N:6
Patrick        		Mean: 449.13 		Best: 898.26 		N:2

########## REPORT GEN: 113 ##########
SPECIES: 
Lockridge      		Mean: 153.99 		Best: 948.91 		N:6
Ulrich         		Mean: 232.63 		Best: 948.91 		N:4
Patrick        		Mean: 92.51 		Best: 948.91 		N:10
Higginbotham   		Mean: 130.78 		Best: 928.02 		N:7
Smith          		Mean: 113.77 		Best: 923.48 		N:8
Priddy         		Mean: 228.78 		Best: 923.48 		N:4
Green          		Mean: 182.45 		Best: 919.7 		N:5
Henley         		Mean: 180.99 		Best: 914.58 		N:5
Quintana       		Mean: 300.56 		Best: 901.52 		N:3
Robinson       		Mean: 150.21 		Best: 901.52 		N:6
Smith          		Mean: 225.54 		Best: 901.52 		N:4
Gaunt          		Mean: 180.47 		Best: 901.52 		N:5
Taylor         		Mean: 299.46 		Best: 898.26 		N:3

########## REPORT GEN: 114 ##########
SPECIES: 
Lockridge      		Mean: 82.76 		Best: 948.91 		N:11
Ulrich         		Mean: 182.64 		Best: 948.91 		N:5
Patrick        		Mean: 154.43 		Best: 948.91 		N:6
Taylor         		Mean: 312.78 		Best: 948.91 		N:3
Robinson       		Mean: 181.27 		Best: 930.77 		N:5
Green          		Mean: 227.96 		Best: 928.02 		N:4
Smith          		Mean: 113.36 		Best: 923.48 		N:8
Priddy         		Mean: 130.58 		Best: 923.48 		N:7
Higginbotham   		Mean: 306.81 		Best: 919.7 		N:3
Quintana       		Mean: 113.4 		Best: 919.7 		N:8
Henley         		Mean: 129.12 		Best: 914.58 		N:7
Smith          		Mean: 100.05 		Best: 901.52 		N:9
Gaunt          		Mean: 128.9 		Best: 901.52 		N:7

########## REPORT GEN: 115 ##########
SPECIES: 
Ulrich         		Mean: 101.91 		Best: 948.91 		N:9
Patrick        		Mean: 152.57 		Best: 948.91 		N:6
Taylor         		Mean: 131.82 		Best: 948.91 		N:7
Robinson       		Mean: 228.72 		Best: 930.77 		N:4
Priddy         		Mean: 131.69 		Best: 928.02 		N:7
Green          		Mean: 151.89 		Best: 920.08 		N:6
Smith          		Mean: 129.7 		Best: 919.7 		N:7
Higginbotham   		Mean: 304.86 		Best: 914.58 		N:3
Henley         		Mean: 180.66 		Best: 914.58 		N:5
Lockridge      		Mean: 226.58 		Best: 907.21 		N:4
Quintana       		Mean: 129.29 		Best: 901.52 		N:7
Smith          		Mean: 112.43 		Best: 901.52 		N:8
Gaunt          		Mean: 180.52 		Best: 901.52 		N:5

########## REPORT GEN: 116 ##########
SPECIES: 
Ulrich         		Mean: 151.84 		Best: 948.91 		N:6
Patrick        		Mean: 235.12 		Best: 948.91 		N:4
Robinson       		Mean: 82.5 		Best: 930.77 		N:11
Smith          		Mean: 130.28 		Best: 928.02 		N:7
Green          		Mean: 91.16 		Best: 919.7 		N:10
Quintana       		Mean: 227.37 		Best: 919.7 		N:4
Lockridge      		Mean: 129.48 		Best: 918.45 		N:7
Priddy         		Mean: 130.67 		Best: 914.58 		N:7
Henley         		Mean: 112.77 		Best: 914.58 		N:8
Taylor         		Mean: 99.88 		Best: 901.52 		N:9
Gaunt          		Mean: 112.82 		Best: 901.52 		N:8
Smith          		Mean: 449.28 		Best: 898.4 		N:2

########## REPORT GEN: 117 ##########
SPECIES: 
Patrick        		Mean: 135.83 		Best: 948.91 		N:7
Lockridge      		Mean: 464.66 		Best: 948.91 		N:2
Smith          		Mean: 226.7 		Best: 930.77 		N:4
Smith          		Mean: 304.81 		Best: 928.02 		N:3
Quintana       		Mean: 130.85 		Best: 919.7 		N:7
Green          		Mean: 151.36 		Best: 919.7 		N:6
Taylor         		Mean: 226.12 		Best: 918.45 		N:4
Henley         		Mean: 226.0 		Best: 914.58 		N:4
Priddy         		Mean: 181.07 		Best: 901.52 		N:5
Gaunt          		Mean: 225.58 		Best: 901.52 		N:4
Robinson       		Mean: 179.75 		Best: 898.41 		N:5
Ulrich         		Mean: 112.36 		Best: 898.39 		N:8

########## REPORT GEN: 118 ##########
SPECIES: 
Lockridge      		Mean: 116.27 		Best: 948.91 		N:8
Taylor         		Mean: 153.63 		Best: 948.91 		N:6
Robinson       		Mean: 129.08 		Best: 930.77 		N:7
Priddy         		Mean: 152.2 		Best: 928.02 		N:6
Smith          		Mean: 181.56 		Best: 919.7 		N:5
Higginbotham   		Mean: 457.29 		Best: 914.58 		N:2
Henley         		Mean: 150.44 		Best: 914.58 		N:6
Ulrich         		Mean: 180.93 		Best: 907.21 		N:5
Green          		Mean: 129.33 		Best: 901.52 		N:7
Gaunt          		Mean: 150.35 		Best: 901.52 		N:6
Smith          		Mean: 224.7 		Best: 898.4 		N:4

########## REPORT GEN: 119 ##########
SPECIES: 
Lockridge      		Mean: 234.98 		Best: 948.91 		N:4
Ulrich         		Mean: 113.96 		Best: 948.91 		N:8
Gaunt          		Mean: 129.58 		Best: 932.38 		N:7
Smith          		Mean: 100.29 		Best: 930.77 		N:9
Priddy         		Mean: 113.66 		Best: 928.02 		N:8
Smith          		Mean: 151.17 		Best: 919.7 		N:6
Green          		Mean: 181.61 		Best: 919.7 		N:5
Higginbotham   		Mean: 228.68 		Best: 914.58 		N:4
Henley         		Mean: 128.89 		Best: 914.58 		N:7
Taylor         		Mean: 113.24 		Best: 907.21 		N:8
Berry          		Mean: 452.76 		Best: 901.52 		N:2
Robinson       		Mean: 179.76 		Best: 898.4 		N:5

########## REPORT GEN: 120 ##########
SPECIES: 
Lockridge      		Mean: 84.95 		Best: 948.91 		N:11
Ulrich         		Mean: 474.62 		Best: 948.91 		N:2
Taylor         		Mean: 151.91 		Best: 948.91 		N:6
Gaunt          		Mean: 151.29 		Best: 932.38 		N:6
Smith          		Mean: 112.86 		Best: 930.77 		N:8
Berry          		Mean: 101.22 		Best: 928.02 		N:9
Priddy         		Mean: 181.54 		Best: 919.7 		N:5
Smith          		Mean: 151.19 		Best: 919.7 		N:6
Higginbotham   		Mean: 114.35 		Best: 914.58 		N:8
Henley         		Mean: 150.43 		Best: 914.58 		N:6
Green          		Mean: 225.58 		Best: 901.52 		N:4
Robinson       		Mean: 224.77 		Best: 898.38 		N:4

########## REPORT GEN: 121 ##########
SPECIES: 
Lockridge      		Mean: 234.75 		Best: 948.91 		N:4
Ulrich         		Mean: 236.07 		Best: 948.91 		N:4
Taylor         		Mean: 91.95 		Best: 948.91 		N:10
Gaunt          		Mean: 129.56 		Best: 932.38 		N:7
Robinson       		Mean: 181.12 		Best: 930.77 		N:5
Berry          		Mean: 229.77 		Best: 928.02 		N:4
Priddy         		Mean: 151.43 		Best: 919.71 		N:6
Green          		Mean: 151.21 		Best: 919.7 		N:6
Higginbotham   		Mean: 182.98 		Best: 914.58 		N:5
Henley         		Mean: 128.91 		Best: 914.58 		N:7
Smith          		Mean: 82.06 		Best: 901.52 		N:11
Smith          		Mean: 112.4 		Best: 898.38 		N:8

########## REPORT GEN: 122 ##########
SPECIES: 
Lockridge      		Mean: 104.24 		Best: 948.91 		N:9
Ulrich         		Mean: 93.89 		Best: 948.91 		N:10
Taylor         		Mean: 234.1 		Best: 948.91 		N:4
Gaunt          		Mean: 151.31 		Best: 932.38 		N:6
Smith          		Mean: 91.09 		Best: 930.77 		N:10
Berry          		Mean: 130.32 		Best: 928.02 		N:7
Henley         		Mean: 151.48 		Best: 920.47 		N:6
Green          		Mean: 113.23 		Best: 919.71 		N:8
Priddy         		Mean: 91.46 		Best: 919.71 		N:10
Higginbotham   		Mean: 101.67 		Best: 914.58 		N:9
Smith          		Mean: 450.94 		Best: 901.52 		N:2
Robinson       		Mean: 224.85 		Best: 900.06 		N:4

########## REPORT GEN: 123 ##########
SPECIES: 
Lockridge      		Mean: 132.92 		Best: 948.91 		N:7
Ulrich         		Mean: 186.67 		Best: 948.91 		N:5
Taylor         		Mean: 231.71 		Best: 948.91 		N:4
Gaunt          		Mean: 129.6 		Best: 932.38 		N:7
Smith          		Mean: 112.91 		Best: 930.07 		N:8
Berry          		Mean: 229.2 		Best: 928.02 		N:4
Henley         		Mean: 128.97 		Best: 920.47 		N:7
Smith          		Mean: 113.63 		Best: 919.7 		N:8
Higginbotham   		Mean: 182.03 		Best: 914.58 		N:5
Green          		Mean: 300.67 		Best: 901.52 		N:3
Priddy         		Mean: 181.11 		Best: 901.52 		N:5
Robinson       		Mean: 179.91 		Best: 900.06 		N:5
Moffatt        		Mean: 449.1 		Best: 898.21 		N:2

########## REPORT GEN: 124 ##########
SPECIES: 
Lockridge      		Mean: 116.2 		Best: 948.91 		N:8
Ulrich         		Mean: 311.06 		Best: 948.91 		N:3
Taylor         		Mean: 102.58 		Best: 948.91 		N:9
Gaunt          		Mean: 181.71 		Best: 932.38 		N:5
Smith          		Mean: 129.16 		Best: 930.07 		N:7
Smith          		Mean: 101.25 		Best: 928.02 		N:9
Henley         		Mean: 180.85 		Best: 920.47 		N:5
Green          		Mean: 151.14 		Best: 919.71 		N:6
Priddy         		Mean: 227.93 		Best: 919.71 		N:4
Higginbotham   		Mean: 129.96 		Best: 914.58 		N:7
Berry          		Mean: 150.42 		Best: 901.52 		N:6
Robinson       		Mean: 224.75 		Best: 898.42 		N:4
Moffatt        		Mean: 224.6 		Best: 898.21 		N:4

########## REPORT GEN: 125 ##########
SPECIES: 
Lockridge      		Mean: 309.49 		Best: 948.91 		N:3
Ulrich         		Mean: 102.84 		Best: 948.91 		N:9
Taylor         		Mean: 309.11 		Best: 948.91 		N:3
Gaunt          		Mean: 113.25 		Best: 932.38 		N:8
Robinson       		Mean: 112.89 		Best: 930.07 		N:8
Smith          		Mean: 151.76 		Best: 928.02 		N:6
Henley         		Mean: 113.2 		Best: 920.47 		N:8
Priddy         		Mean: 181.73 		Best: 919.71 		N:5
Moffatt        		Mean: 112.63 		Best: 915.88 		N:8
Higginbotham   		Mean: 182.06 		Best: 914.58 		N:5
Green          		Mean: 100.27 		Best: 901.52 		N:9
Berry          		Mean: 225.64 		Best: 901.52 		N:4
Smith          		Mean: 179.77 		Best: 898.38 		N:5

########## REPORT GEN: 126 ##########
SPECIES: 
Lockridge      		Mean: 133.04 		Best: 948.91 		N:7
Ulrich         		Mean: 233.38 		Best: 948.91 		N:4
Gaunt          		Mean: 181.72 		Best: 932.38 		N:5
Smith          		Mean: 112.86 		Best: 930.07 		N:8
Taylor         		Mean: 130.54 		Best: 928.5 		N:7
Priddy         		Mean: 152.35 		Best: 928.02 		N:6
Henley         		Mean: 180.93 		Best: 920.47 		N:5
Smith          		Mean: 129.31 		Best: 919.71 		N:7
Moffatt        		Mean: 180.46 		Best: 915.88 		N:5
Higginbotham   		Mean: 113.8 		Best: 914.58 		N:8
Green          		Mean: 150.37 		Best: 901.52 		N:6
Berry          		Mean: 128.9 		Best: 901.52 		N:7
Robinson       		Mean: 179.79 		Best: 898.38 		N:5

########## REPORT GEN: 127 ##########
SPECIES: 
Lockridge      		Mean: 156.58 		Best: 948.91 		N:6
Ulrich         		Mean: 92.25 		Best: 948.91 		N:10
Taylor         		Mean: 230.82 		Best: 937.15 		N:4
Gaunt          		Mean: 100.65 		Best: 932.38 		N:9
Robinson       		Mean: 112.87 		Best: 930.07 		N:8
Smith          		Mean: 129.47 		Best: 928.02 		N:7
Henley         		Mean: 100.58 		Best: 920.47 		N:9
Priddy         		Mean: 101.15 		Best: 919.71 		N:9
Berry          		Mean: 181.62 		Best: 919.71 		N:5
Moffatt        		Mean: 112.73 		Best: 915.88 		N:8
Higginbotham   		Mean: 181.5 		Best: 914.58 		N:5
Green          		Mean: 180.46 		Best: 901.52 		N:5
Smith          		Mean: 179.83 		Best: 898.38 		N:5

########## REPORT GEN: 128 ##########
SPECIES: 
Taylor         		Mean: 102.82 		Best: 948.91 		N:9
Lockridge      		Mean: 182.7 		Best: 937.15 		N:5
Gaunt          		Mean: 181.79 		Best: 932.38 		N:5
Robinson       		Mean: 100.32 		Best: 930.07 		N:9
Ulrich         		Mean: 131.58 		Best: 929.5 		N:7
Smith          		Mean: 151.8 		Best: 928.02 		N:6
Henley         		Mean: 180.94 		Best: 920.47 		N:5
Berry          		Mean: 69.62 		Best: 919.71 		N:13
Moffatt        		Mean: 150.88 		Best: 915.88 		N:6
Higginbotham   		Mean: 100.93 		Best: 914.58 		N:9
Priddy         		Mean: 450.96 		Best: 901.52 		N:2
Green          		Mean: 112.84 		Best: 901.52 		N:8
Smith          		Mean: 149.82 		Best: 898.38 		N:6

########## REPORT GEN: 129 ##########
SPECIES: 
Ulrich         		Mean: 101.6 		Best: 948.91 		N:9
Lockridge      		Mean: 153.24 		Best: 937.15 		N:6
Gaunt          		Mean: 113.81 		Best: 932.38 		N:8
Smith          		Mean: 181.11 		Best: 930.07 		N:5
Taylor         		Mean: 228.55 		Best: 928.5 		N:4
Smith          		Mean: 113.24 		Best: 928.02 		N:8
Henley         		Mean: 113.25 		Best: 920.47 		N:8
Green          		Mean: 129.58 		Best: 919.71 		N:7
Moffatt        		Mean: 129.26 		Best: 915.88 		N:7
Higginbotham   		Mean: 227.29 		Best: 914.58 		N:4
Berry          		Mean: 225.71 		Best: 901.52 		N:4
Priddy         		Mean: 300.69 		Best: 901.52 		N:3
Robinson       		Mean: 149.82 		Best: 898.38 		N:6

########## REPORT GEN: 130 ##########
SPECIES: 
Lockridge      		Mean: 131.0 		Best: 948.91 		N:7
Taylor         		Mean: 130.86 		Best: 948.91 		N:7
Gaunt          		Mean: 183.07 		Best: 932.38 		N:5
Smith          		Mean: 150.73 		Best: 930.07 		N:6
Ulrich         		Mean: 130.96 		Best: 929.5 		N:7
Priddy         		Mean: 181.67 		Best: 928.02 		N:5
Henley         		Mean: 180.88 		Best: 920.47 		N:5
Berry          		Mean: 82.36 		Best: 919.71 		N:11
Moffatt        		Mean: 180.79 		Best: 915.88 		N:5
Higginbotham   		Mean: 113.22 		Best: 914.58 		N:8
Smith          		Mean: 450.76 		Best: 901.52 		N:2
Green          		Mean: 151.0 		Best: 901.52 		N:6
Robinson       		Mean: 112.39 		Best: 898.38 		N:8

########## REPORT GEN: 131 ##########
SPECIES: 
Lockridge      		Mean: 153.01 		Best: 948.91 		N:6
Taylor         		Mean: 91.6 		Best: 948.91 		N:10
Gaunt          		Mean: 113.83 		Best: 932.38 		N:8
Smith          		Mean: 228.22 		Best: 930.07 		N:4
