########## REPORT GEN: 2 ##########
SPECIES: 
Hillard        		Mean: 119.16 		Best: 938.56 		N:8
Desrochers     		Mean: 82.3 		Best: 949.9 		N:11
Wilson         		Mean: 181.46 		Best: 936.06 		N:5
Santana        		Mean: 128.4 		Best: 933.22 		N:7
Anderson       		Mean: 149.63 		Best: 929.78 		N:6
Hope           		Mean: 81.52 		Best: 922.73 		N:11
Mcclain        		Mean: 112.94 		Best: 915.84 		N:8
Harris         		Mean: 180.28 		Best: 912.97 		N:5
Davis          		Mean: 224.2 		Best: 907.03 		N:4

########## REPORT GEN: 117 ##########
SPECIES: 
Smith          		Mean: 89.82 		Best: 949.9 		N:10
Harris         		Mean: 113.89 		Best: 949.9 		N:8
Davis          		Mean: 69.33 		Best: 949.9 		N:13
Hope           		Mean: 180.79 		Best: 937.69 		N:5
Anderson       		Mean: 152.2 		Best: 936.06 		N:6
Desrochers     		Mean: 224.87 		Best: 929.78 		N:4
Wilson         		Mean: 81.78 		Best: 926.92 		N:11
Mcclain        		Mean: 149.45 		Best: 922.73 		N:6
Santana        		Mean: 181.82 		Best: 914.42 		N:5
Tice           		Mean: 112.16 		Best: 913.43 		N:8
Allen          		Mean: 127.23 		Best: 902.47 		N:7

########## REPORT GEN: 118 ##########
SPECIES: 
Wilson         		Mean: 225.9 		Best: 949.9 		N:4
Mcclain        		Mean: 112.72 		Best: 949.9 		N:8
Tice           		Mean: 89.98 		Best: 949.9 		N:10
Santana        		Mean: 82.92 		Best: 949.9 		N:11
Anderson       		Mean: 130.16 		Best: 937.69 		N:7
Allen          		Mean: 69.88 		Best: 937.63 		N:13
Harris         		Mean: 150.94 		Best: 936.06 		N:6
Smith          		Mean: 89.77 		Best: 922.73 		N:10
Davis          		Mean: 128.66 		Best: 912.97 		N:7
Desrochers     		Mean: 222.57 		Best: 902.47 		N:4
Hope           		Mean: 127.04 		Best: 899.16 		N:7

########## REPORT GEN: 119 ##########
SPECIES: 
Santana        		Mean: 90.45 		Best: 949.9 		N:10
Allen          		Mean: 112.46 		Best: 949.9 		N:8
Smith          		Mean: 90.38 		Best: 949.9 		N:10
Davis          		Mean: 100.52 		Best: 949.9 		N:9
Desrochers     		Mean: 128.8 		Best: 949.9 		N:7
Hope           		Mean: 153.43 		Best: 949.9 		N:6
Wilson         		Mean: 81.59 		Best: 937.63 		N:11
Harris         		Mean: 150.2 		Best: 922.73 		N:6
Anderson       		Mean: 224.14 		Best: 912.97 		N:4
Mcclain        		Mean: 446.86 		Best: 900.76 		N:2
Tice           		Mean: 98.79 		Best: 899.16 		N:9

########## REPORT GEN: 120 ##########
SPECIES: 
Allen          		Mean: 459.93 		Best: 949.9 		N:2
Smith          		Mean: 129.12 		Best: 949.9 		N:7
Davis          		Mean: 90.57 		Best: 949.9 		N:10
Wilson         		Mean: 99.69 		Best: 949.9 		N:9
Hope           		Mean: 100.95 		Best: 949.9 		N:9
Anderson       		Mean: 180.55 		Best: 937.63 		N:5
Tice           		Mean: 182.04 		Best: 936.06 		N:5
Mcclain        		Mean: 149.28 		Best: 916.12 		N:6
Santana        		Mean: 178.9 		Best: 914.58 		N:5
Desrochers     		Mean: 178.81 		Best: 908.69 		N:5
Harris         		Mean: 177.31 		Best: 890.56 		N:5

########## REPORT GEN: 121 ##########
SPECIES: 
Allen          		Mean: 90.27 		Best: 949.9 		N:10
Davis          		Mean: 180.63 		Best: 949.9 		N:5
Santana        		Mean: 150.52 		Best: 949.9 		N:6
Harris         		Mean: 150.83 		Best: 949.9 		N:6
Smith          		Mean: 113.31 		Best: 949.9 		N:8
Mcclain        		Mean: 112.45 		Best: 937.63 		N:8
Desrochers     		Mean: 90.58 		Best: 919.92 		N:10
Wilson         		Mean: 223.61 		Best: 916.12 		N:4
Anderson       		Mean: 149.09 		Best: 912.97 		N:6
Hope           		Mean: 111.19 		Best: 908.69 		N:8
Tice           		Mean: 147.63 		Best: 886.64 		N:6

########## REPORT GEN: 122 ##########
SPECIES: 
Harris         		Mean: 226.36 		Best: 949.9 		N:4
Smith          		Mean: 152.44 		Best: 949.9 		N:6
Mcclain        		Mean: 90.03 		Best: 949.9 		N:10
Allen          		Mean: 82.07 		Best: 949.9 		N:11
Desrochers     		Mean: 81.91 		Best: 949.9 		N:11
Hope           		Mean: 226.5 		Best: 949.9 		N:4
Anderson       		Mean: 128.24 		Best: 919.92 		N:7
Santana        		Mean: 111.5 		Best: 916.12 		N:8
Davis          		Mean: 111.4 		Best: 905.49 		N:8
Tice           		Mean: 98.74 		Best: 899.6 		N:9
Wilson         		Mean: 126.86 		Best: 899.16 		N:7

########## REPORT GEN: 123 ##########
SPECIES: 
Mcclain        		Mean: 113.84 		Best: 949.9 		N:8
Desrochers     		Mean: 113.51 		Best: 949.9 		N:8
Hope           		Mean: 89.53 		Best: 949.9 		N:10
Smith          		Mean: 90.69 		Best: 949.9 		N:10
Wilson         		Mean: 89.36 		Best: 949.9 		N:10
Allen          		Mean: 112.65 		Best: 944.93 		N:8
Anderson       		Mean: 301.63 		Best: 923.18 		N:3
Harris         		Mean: 180.36 		Best: 916.12 		N:5
Tice           		Mean: 179.64 		Best: 912.97 		N:5
Santana        		Mean: 127.09 		Best: 905.49 		N:7
Davis          		Mean: 176.94 		Best: 884.84 		N:5

########## REPORT GEN: 124 ##########
SPECIES: 
Desrochers     		Mean: 100.55 		Best: 949.9 		N:9
Smith          		Mean: 181.94 		Best: 949.9 		N:5
Mcclain        		Mean: 112.16 		Best: 949.9 		N:8
Wilson         		Mean: 130.02 		Best: 949.9 		N:7
Anderson       		Mean: 149.65 		Best: 923.18 		N:6
Tice           		Mean: 68.67 		Best: 914.58 		N:13
Harris         		Mean: 111.58 		Best: 914.06 		N:8
Allen          		Mean: 225.49 		Best: 912.97 		N:4
Davis          		Mean: 127.92 		Best: 912.95 		N:7
Santana        		Mean: 222.15 		Best: 896.73 		N:4
Hope           		Mean: 98.68 		Best: 896.35 		N:9

########## REPORT GEN: 125 ##########
SPECIES: 
Anderson       		Mean: 306.75 		Best: 949.9 		N:3
Tice           		Mean: 59.98 		Best: 949.9 		N:15
Santana        		Mean: 180.25 		Best: 949.9 		N:5
Hope           		Mean: 184.09 		Best: 949.9 		N:5
Desrochers     		Mean: 112.23 		Best: 934.06 		N:8
Smith          		Mean: 74.61 		Best: 923.18 		N:12
Davis          		Mean: 74.47 		Best: 922.48 		N:12
Wilson         		Mean: 127.7 		Best: 914.06 		N:7
Allen          		Mean: 148.7 		Best: 906.01 		N:6
Mcclain        		Mean: 296.18 		Best: 894.62 		N:3
Harris         		Mean: 126.5 		Best: 886.68 		N:7

########## REPORT GEN: 126 ##########
SPECIES: 
Tice           		Mean: 69.59 		Best: 949.9 		N:13
Wilson         		Mean: 130.33 		Best: 949.9 		N:7
Desrochers     		Mean: 114.3 		Best: 944.34 		N:8
Santana        		Mean: 179.58 		Best: 938.83 		N:5
Smith          		Mean: 113.19 		Best: 934.06 		N:8
Davis          		Mean: 128.83 		Best: 916.12 		N:7
Anderson       		Mean: 148.48 		Best: 905.49 		N:6
Allen          		Mean: 98.6 		Best: 895.24 		N:9
Mcclain        		Mean: 110.99 		Best: 894.62 		N:8
Hope           		Mean: 444.05 		Best: 890.99 		N:2
Harris         		Mean: 147.55 		Best: 886.68 		N:6

########## REPORT GEN: 127 ##########
SPECIES: 
Mcclain        		Mean: 114.28 		Best: 949.9 		N:8
Smith          		Mean: 227.34 		Best: 949.9 		N:4
Allen          		Mean: 63.77 		Best: 949.9 		N:14
Davis          		Mean: 99.19 		Best: 943.69 		N:9
Anderson       		Mean: 455.98 		Best: 934.06 		N:2
Desrochers     		Mean: 80.99 		Best: 923.2 		N:11
Tice           		Mean: 149.64 		Best: 919.52 		N:6
Hope           		Mean: 225.28 		Best: 916.12 		N:4
Santana        		Mean: 111.51 		Best: 914.32 		N:8
Harris         		Mean: 295.7 		Best: 890.99 		N:3
Wilson         		Mean: 221.37 		Best: 886.68 		N:4

########## REPORT GEN: 128 ##########
SPECIES: 
Santana        		Mean: 180.13 		Best: 949.9 		N:5
Harris         		Mean: 99.94 		Best: 949.9 		N:9
Tice           		Mean: 152.09 		Best: 949.9 		N:6
Allen          		Mean: 99.74 		Best: 934.06 		N:9
Smith          		Mean: 129.33 		Best: 923.2 		N:7
Davis          		Mean: 111.7 		Best: 916.12 		N:8
Wilson         		Mean: 223.47 		Best: 913.29 		N:4
Hope           		Mean: 299.79 		Best: 908.14 		N:3
Desrochers     		Mean: 148.35 		Best: 893.96 		N:6
Mcclain        		Mean: 110.61 		Best: 887.31 		N:8
Anderson       		Mean: 221.49 		Best: 887.31 		N:4

########## REPORT GEN: 129 ##########
SPECIES: 
Santana        		Mean: 89.31 		Best: 949.9 		N:10
Anderson       		Mean: 150.43 		Best: 949.9 		N:6
Allen          		Mean: 112.8 		Best: 949.9 		N:8
Mcclain        		Mean: 99.72 		Best: 934.06 		N:9
Tice           		Mean: 89.48 		Best: 930.39 		N:10
Smith          		Mean: 112.09 		Best: 923.2 		N:8
Wilson         		Mean: 179.19 		Best: 914.32 		N:5
Harris         		Mean: 127.99 		Best: 913.29 		N:7
Davis          		Mean: 148.12 		Best: 898.54 		N:6
Hope           		Mean: 177.1 		Best: 886.68 		N:5
Desrochers     		Mean: 294.71 		Best: 884.45 		N:3

########## REPORT GEN: 130 ##########
SPECIES: 
Allen          		Mean: 89.68 		Best: 949.9 		N:10
Desrochers     		Mean: 100.77 		Best: 949.9 		N:9
Anderson       		Mean: 82.05 		Best: 949.9 		N:11
Davis          		Mean: 128.61 		Best: 934.06 		N:7
Hope           		Mean: 98.96 		Best: 930.39 		N:9
Mcclain        		Mean: 149.39 		Best: 915.12 		N:6
Harris         		Mean: 127.64 		Best: 914.32 		N:7
Wilson         		Mean: 178.31 		Best: 914.06 		N:5
Smith          		Mean: 177.58 		Best: 898.54 		N:5
Santana        		Mean: 98.36 		Best: 886.68 		N:9
Tice           		Mean: 176.98 		Best: 886.68 		N:5

########## REPORT GEN: 131 ##########
SPECIES: 
Smith          		Mean: 111.97 		Best: 949.9 		N:8
Santana        		Mean: 89.99 		Best: 949.9 		N:10
Tice           		Mean: 112.66 		Best: 949.9 		N:8
Mcclain        		Mean: 100.52 		Best: 949.9 		N:9
Davis          		Mean: 127.41 		Best: 930.39 		N:7
Harris         		Mean: 179.13 		Best: 916.32 		N:5
Anderson       		Mean: 112.64 		Best: 917.33 		N:8
Allen          		Mean: 80.74 		Best: 914.44 		N:11
Desrochers     		Mean: 147.95 		Best: 898.54 		N:6
Wilson         		Mean: 73.86 		Best: 892.44 		N:12
Hope           		Mean: 177.01 		Best: 886.68 		N:5

########## REPORT GEN: 132 ##########
SPECIES: 
Mcclain        		Mean: 112.89 		Best: 949.9 		N:8
Harris         		Mean: 128.59 		Best: 949.9 		N:7
Allen          		Mean: 113.13 		Best: 949.9 		N:8
Tice           		Mean: 111.97 		Best: 949.9 		N:8
Wilson         		Mean: 80.77 		Best: 930.39 		N:11
Anderson       		Mean: 127.91 		Best: 914.58 		N:7
Smith          		Mean: 74.17 		Best: 914.44 		N:12
Santana        		Mean: 224.39 		Best: 914.38 		N:4
Davis          		Mean: 98.71 		Best: 914.06 		N:9
Desrochers     		Mean: 111.05 		Best: 898.54 		N:8
Hope           		Mean: 126.52 		Best: 889.28 		N:7

########## REPORT GEN: 133 ##########
SPECIES: 
Wilson         		Mean: 89.39 		Best: 949.9 		N:10
Anderson       		Mean: 63.69 		Best: 949.9 		N:14
Smith          		Mean: 112.24 		Best: 949.9 		N:8
Santana        		Mean: 180.07 		Best: 949.9 		N:5
Davis          		Mean: 89.9 		Best: 949.9 		N:10
Desrochers     		Mean: 99.35 		Best: 914.58 		N:9
Harris         		Mean: 81.29 		Best: 914.38 		N:11
Tice           		Mean: 126.88 		Best: 909.89 		N:7
Allen          		Mean: 178.13 		Best: 901.25 		N:5
Mcclain        		Mean: 177.0 		Best: 886.68 		N:5
Hope           		Mean: 442.22 		Best: 884.45 		N:2

########## REPORT GEN: 134 ##########
SPECIES: 
Wilson         		Mean: 180.8 		Best: 949.9 		N:5
Davis          		Mean: 99.27 		Best: 949.9 		N:9
Mcclain        		Mean: 150.21 		Best: 949.9 		N:6
Tice           		Mean: 226.72 		Best: 949.9 		N:4
Smith          		Mean: 150.03 		Best: 924.16 		N:6
Allen          		Mean: 98.74 		Best: 914.58 		N:9
Hope           		Mean: 99.04 		Best: 914.38 		N:9
Santana        		Mean: 126.89 		Best: 909.89 		N:7
Harris         		Mean: 147.63 		Best: 892.0 		N:6
Desrochers     		Mean: 88.44 		Best: 884.45 		N:10
Anderson       		Mean: 221.07 		Best: 884.19 		N:4

########## REPORT GEN: 135 ##########
SPECIES: 
Tice           		Mean: 81.56 		Best: 949.9 		N:11
Smith          		Mean: 99.61 		Best: 949.9 		N:9
Harris         		Mean: 127.82 		Best: 949.9 		N:7
Davis          		Mean: 89.6 		Best: 949.9 		N:10
Mcclain        		Mean: 129.3 		Best: 949.9 		N:7
Allen          		Mean: 180.05 		Best: 949.9 		N:5
Santana        		Mean: 149.04 		Best: 935.57 		N:6
Anderson       		Mean: 148.77 		Best: 924.16 		N:6
Hope           		Mean: 74.2 		Best: 914.58 		N:12
Desrochers     		Mean: 179.73 		Best: 914.38 		N:5
Wilson         		Mean: 177.8 		Best: 907.02 		N:5

########## REPORT GEN: 136 ##########
SPECIES: 
Harris         		Mean: 152.19 		Best: 949.9 		N:6
Allen          		Mean: 90.34 		Best: 949.9 		N:10
Tice           		Mean: 100.24 		Best: 949.9 		N:9
Davis          		Mean: 114.51 		Best: 949.9 		N:8
Hope           		Mean: 81.26 		Best: 949.9 		N:11
Desrochers     		Mean: 81.49 		Best: 949.9 		N:11
Wilson         		Mean: 227.2 		Best: 949.9 		N:4
Anderson       		Mean: 148.86 		Best: 918.37 		N:6
Santana        		Mean: 127.2 		Best: 914.38 		N:7
Mcclain        		Mean: 98.63 		Best: 914.27 		N:9
Smith          		Mean: 111.82 		Best: 914.22 		N:8

########## REPORT GEN: 137 ##########
SPECIES: 
Davis          		Mean: 227.85 		Best: 949.9 		N:4
Wilson         		Mean: 64.86 		Best: 949.9 		N:14
Anderson       		Mean: 100.37 		Best: 949.9 		N:9
Smith          		Mean: 69.24 		Best: 949.9 		N:13
Tice           		Mean: 149.86 		Best: 935.57 		N:6
Mcclain        		Mean: 129.1 		Best: 932.06 		N:7
Desrochers     		Mean: 178.14 		Best: 918.37 		N:5
Hope           		Mean: 127.35 		Best: 914.38 		N:7
Santana        		Mean: 150.25 		Best: 914.38 		N:6
Harris         		Mean: 147.7 		Best: 892.54 		N:6
Allen          		Mean: 88.51 		Best: 892.54 		N:10

########## REPORT GEN: 138 ##########
SPECIES: 
Mcclain        		Mean: 152.81 		Best: 949.9 		N:6
Santana        		Mean: 307.22 		Best: 949.9 		N:3
Smith          		Mean: 111.94 		Best: 935.57 		N:8
Hope           		Mean: 74.57 		Best: 932.06 		N:12
Wilson         		Mean: 99.21 		Best: 918.37 		N:9
Desrochers     		Mean: 127.26 		Best: 917.01 		N:7
Anderson       		Mean: 74.27 		Best: 914.38 		N:12
Allen          		Mean: 80.92 		Best: 914.27 		N:11
Harris         		Mean: 111.12 		Best: 914.22 		N:8
Tice           		Mean: 98.57 		Best: 904.44 		N:9
Davis          		Mean: 147.53 		Best: 892.54 		N:6

########## REPORT GEN: 139 ##########
SPECIES: 
Hope           		Mean: 112.58 		Best: 949.9 		N:8
Wilson         		Mean: 149.57 		Best: 949.9 		N:6
Harris         		Mean: 100.54 		Best: 949.9 		N:9
Tice           		Mean: 99.74 		Best: 935.57 		N:9
Allen          		Mean: 99.15 		Best: 929.77 		N:9
Desrochers     		Mean: 223.89 		Best: 918.37 		N:4
Anderson       		Mean: 127.32 		Best: 918.37 		N:7
Santana        		Mean: 112.05 		Best: 914.38 		N:8
Davis          		Mean: 126.92 		Best: 914.1 		N:7
Mcclain        		Mean: 127.26 		Best: 913.28 		N:7
Smith          		Mean: 98.65 		Best: 904.44 		N:9

########## REPORT GEN: 140 ##########
SPECIES: 
Smith          		Mean: 112.24 		Best: 949.9 		N:8
Harris         		Mean: 90.25 		Best: 949.9 		N:10
Desrochers     		Mean: 112.28 		Best: 949.9 		N:8
Anderson       		Mean: 112.54 		Best: 941.28 		N:8
Allen          		Mean: 112.79 		Best: 935.57 		N:8
Davis          		Mean: 112.41 		Best: 929.77 		N:8
Wilson         		Mean: 98.93 		Best: 922.26 		N:9
Santana        		Mean: 148.44 		Best: 904.44 		N:6
Hope           		Mean: 73.9 		Best: 904.36 		N:12
Tice           		Mean: 148.07 		Best: 899.74 		N:6
Mcclain        		Mean: 126.27 		Best: 884.19 		N:7

########## REPORT GEN: 141 ##########
SPECIES: 
Mcclain        		Mean: 111.68 		Best: 949.9 		N:8
Smith          		Mean: 100.53 		Best: 949.9 		N:9
Anderson       		Mean: 308.44 		Best: 949.9 		N:3
Desrochers     		Mean: 112.67 		Best: 941.28 		N:8
Wilson         		Mean: 81.99 		Best: 929.77 		N:11
Harris         		Mean: 99.25 		Best: 922.26 		N:9
Davis          		Mean: 55.78 		Best: 918.37 		N:16
Santana        		Mean: 127.75 		Best: 914.27 		N:7
Hope           		Mean: 148.16 		Best: 914.05 		N:6
Allen          		Mean: 110.63 		Best: 888.97 		N:8
Tice           		Mean: 88.48 		Best: 888.41 		N:10

########## REPORT GEN: 142 ##########
SPECIES: 
Wilson         		Mean: 152.09 		Best: 949.9 		N:6
Anderson       		Mean: 69.45 		Best: 949.9 		N:13
Mcclain        		Mean: 304.33 		Best: 935.57 		N:3
Allen          		Mean: 112.38 		Best: 935.57 		N:8
Desrochers     		Mean: 81.46 		Best: 929.77 		N:11
Santana        		Mean: 99.07 		Best: 922.26 		N:9
Harris         		Mean: 80.98 		Best: 918.37 		N:11
Smith          		Mean: 126.97 		Best: 918.36 		N:7
Davis          		Mean: 148.39 		Best: 914.04 		N:6
Hope           		Mean: 126.99 		Best: 906.88 		N:7
Tice           		Mean: 294.53 		Best: 883.38 		N:3

########## REPORT GEN: 143 ##########
SPECIES: 
Harris         		Mean: 183.13 		Best: 949.9 		N:5
Hope           		Mean: 225.59 		Best: 949.9 		N:4
Anderson       		Mean: 112.53 		Best: 944.44 		N:8
Mcclain        		Mean: 90.22 		Best: 944.44 		N:10
Desrochers     		Mean: 179.33 		Best: 935.57 		N:5
Davis          		Mean: 112.47 		Best: 932.93 		N:8
Allen          		Mean: 99.89 		Best: 929.77 		N:9
Wilson         		Mean: 127.2 		Best: 922.26 		N:7
Smith          		Mean: 111.48 		Best: 914.16 		N:8
Tice           		Mean: 179.69 		Best: 914.06 		N:5
Santana        		Mean: 178.26 		Best: 906.88 		N:5

########## REPORT GEN: 144 ##########
SPECIES: 
Davis          		Mean: 75.07 		Best: 949.9 		N:12
Desrochers     		Mean: 69.05 		Best: 949.9 		N:13
Harris         		Mean: 149.48 		Best: 944.44 		N:6
Allen          		Mean: 129.8 		Best: 944.44 		N:7
Mcclain        		Mean: 100.73 		Best: 941.19 		N:9
Anderson       		Mean: 74.86 		Best: 935.57 		N:12
Wilson         		Mean: 304.16 		Best: 929.77 		N:3
Smith          		Mean: 128.34 		Best: 914.58 		N:7
Tice           		Mean: 150.84 		Best: 914.58 		N:6
Santana        		Mean: 111.98 		Best: 914.22 		N:8
Hope           		Mean: 221.45 		Best: 888.41 		N:4

########## REPORT GEN: 145 ##########
SPECIES: 
Desrochers     		Mean: 130.28 		Best: 949.9 		N:7
Wilson         		Mean: 185.05 		Best: 949.9 		N:5
Santana        		Mean: 90.15 		Best: 944.44 		N:10
Harris         		Mean: 100.0 		Best: 933.97 		N:9
Allen          		Mean: 100.2 		Best: 935.57 		N:9
Smith          		Mean: 89.35 		Best: 914.58 		N:10
Mcclain        		Mean: 112.34 		Best: 914.2 		N:8
Tice           		Mean: 225.07 		Best: 914.16 		N:4
Davis          		Mean: 224.56 		Best: 913.84 		N:4
Hope           		Mean: 126.98 		Best: 911.66 		N:7
Anderson       		Mean: 147.74 		Best: 888.41 		N:6

########## REPORT GEN: 146 ##########
SPECIES: 
Hope           		Mean: 150.33 		Best: 949.9 		N:6
Wilson         		Mean: 100.21 		Best: 949.9 		N:9
Tice           		Mean: 151.37 		Best: 944.44 		N:6
Santana        		Mean: 89.86 		Best: 941.19 		N:10
Allen          		Mean: 82.33 		Best: 933.97 		N:11
Smith          		Mean: 112.89 		Best: 932.93 		N:8
Mcclain        		Mean: 128.04 		Best: 932.93 		N:7
Anderson       		Mean: 111.93 		Best: 922.26 		N:8
Davis          		Mean: 112.4 		Best: 914.58 		N:8
Harris         		Mean: 299.27 		Best: 914.22 		N:3
Desrochers     		Mean: 223.37 		Best: 914.16 		N:4

########## REPORT GEN: 147 ##########
SPECIES: 
Mcclain        		Mean: 99.36 		Best: 949.9 		N:9
Tice           		Mean: 82.34 		Best: 949.9 		N:11
Anderson       		Mean: 128.76 		Best: 944.44 		N:7
Harris         		Mean: 100.99 		Best: 942.45 		N:9
Hope           		Mean: 150.71 		Best: 941.19 		N:6
Wilson         		Mean: 111.94 		Best: 941.19 		N:8
Allen          		Mean: 90.48 		Best: 933.97 		N:10
Davis          		Mean: 149.93 		Best: 932.93 		N:6
Smith          		Mean: 181.67 		Best: 920.99 		N:5
Santana        		Mean: 149.52 		Best: 911.66 		N:6
Desrochers     		Mean: 442.52 		Best: 885.85 		N:2

########## REPORT GEN: 148 ##########
SPECIES: 
Smith          		Mean: 128.97 		Best: 949.9 		N:7
Desrochers     		Mean: 150.38 		Best: 949.9 		N:6
Anderson       		Mean: 129.8 		Best: 949.9 		N:7
Harris         		Mean: 90.09 		Best: 942.45 		N:10
Davis          		Mean: 149.93 		Best: 942.45 		N:6
Tice           		Mean: 111.86 		Best: 941.19 		N:8
Hope           		Mean: 226.14 		Best: 941.19 		N:4
Mcclain        		Mean: 112.46 		Best: 933.97 		N:8
Wilson         		Mean: 151.23 		Best: 932.93 		N:6
Allen          		Mean: 224.55 		Best: 932.93 		N:4
Santana        		Mean: 179.3 		Best: 907.08 		N:5

########## REPORT GEN: 149 ##########
SPECIES: 
Wilson         		Mean: 100.61 		Best: 949.9 		N:9
Santana        		Mean: 152.55 		Best: 949.9 		N:6
Desrochers     		Mean: 82.7 		Best: 942.45 		N:11
Anderson       		Mean: 75.3 		Best: 942.45 		N:12
Davis          		Mean: 69.17 		Best: 933.97 		N:13
Hope           		Mean: 129.2 		Best: 932.93 		N:7
Smith          		Mean: 298.31 		Best: 914.04 		N:3
Harris         		Mean: 179.3 		Best: 914.04 		N:5
Allen          		Mean: 148.28 		Best: 914.04 		N:6
Mcclain        		Mean: 148.11 		Best: 906.86 		N:6
Tice           		Mean: 148.14 		Best: 906.49 		N:6

########## REPORT GEN: 150 ##########
SPECIES: 
Anderson       		Mean: 100.13 		Best: 949.9 		N:9
Hope           		Mean: 50.21 		Best: 949.9 		N:18
Harris         		Mean: 225.6 		Best: 949.9 		N:4
Desrochers     		Mean: 101.02 		Best: 942.45 		N:9
Davis          		Mean: 128.97 		Best: 942.45 		N:7
Tice           		Mean: 302.64 		Best: 933.71 		N:3
Smith          		Mean: 304.11 		Best: 932.93 		N:3
Allen          		Mean: 112.35 		Best: 932.93 		N:8
Santana        		Mean: 81.16 		Best: 914.24 		N:11
Wilson         		Mean: 149.52 		Best: 911.66 		N:6
Mcclain        		Mean: 126.61 		Best: 898.92 		N:7

########## REPORT GEN: 151 ##########
SPECIES: 
Desrochers     		Mean: 112.69 		Best: 949.9 		N:8
Smith          		Mean: 100.8 		Best: 949.9 		N:9
Allen          		Mean: 90.54 		Best: 949.9 		N:10
Santana        		Mean: 183.6 		Best: 949.9 		N:5
Wilson         		Mean: 225.44 		Best: 949.9 		N:4
Harris         		Mean: 129.05 		Best: 942.45 		N:7
Mcclain        		Mean: 99.48 		Best: 933.71 		N:9
Hope           		Mean: 150.49 		Best: 932.93 		N:6
Davis          		Mean: 90.1 		Best: 932.93 		N:10
Anderson       		Mean: 224.8 		Best: 914.55 		N:4
Tice           		Mean: 300.1 		Best: 914.04 		N:3

########## REPORT GEN: 152 ##########
SPECIES: 
Desrochers     		Mean: 112.42 		Best: 949.9 		N:8
Wilson         		Mean: 182.4 		Best: 949.9 		N:5
Harris         		Mean: 90.54 		Best: 949.9 		N:10
Davis          		Mean: 83.57 		Best: 949.9 		N:11
Anderson       		Mean: 180.9 		Best: 949.9 		N:5
Mcclain        		Mean: 128.96 		Best: 942.45 		N:7
Allen          		Mean: 128.68 		Best: 932.93 		N:7
Santana        		Mean: 150.28 		Best: 918.37 		N:6
Smith          		Mean: 148.25 		Best: 914.55 		N:6
Hope           		Mean: 449.59 		Best: 914.06 		N:2
Tice           		Mean: 148.27 		Best: 899.57 		N:6

########## REPORT GEN: 153 ##########
SPECIES: 
Desrochers     		Mean: 100.73 		Best: 949.9 		N:9
Davis          		Mean: 101.18 		Best: 949.9 		N:9
Allen          		Mean: 69.24 		Best: 949.9 		N:13
Smith          		Mean: 183.64 		Best: 949.9 		N:5
Santana        		Mean: 151.44 		Best: 942.45 		N:6
Anderson       		Mean: 179.7 		Best: 932.93 		N:5
Mcclain        		Mean: 224.87 		Best: 914.55 		N:4
Wilson         		Mean: 89.39 		Best: 914.06 		N:10
Harris         		Mean: 222.85 		Best: 914.06 		N:4
Hope           		Mean: 111.71 		Best: 914.06 		N:8
Tice           		Mean: 180.11 		Best: 914.06 		N:5

########## REPORT GEN: 154 ##########
SPECIES: 
Davis          		Mean: 100.77 		Best: 949.9 		N:9
Allen          		Mean: 128.38 		Best: 949.9 		N:7
Anderson       		Mean: 91.05 		Best: 949.9 		N:10
Mcclain        		Mean: 70.74 		Best: 949.9 		N:13
Hope           		Mean: 229.21 		Best: 949.9 		N:4
Harris         		Mean: 179.6 		Best: 932.93 		N:5
Tice           		Mean: 69.26 		Best: 914.58 		N:13
Smith          		Mean: 111.41 		Best: 914.06 		N:8
Santana        		Mean: 449.83 		Best: 914.06 		N:2
Wilson         		Mean: 99.31 		Best: 914.06 		N:9
Desrochers     		Mean: 178.56 		Best: 912.36 		N:5

########## REPORT GEN: 155 ##########
SPECIES: 
Allen          		Mean: 113.82 		Best: 949.9 		N:8
Hope           		Mean: 181.89 		Best: 949.9 		N:5
Harris         		Mean: 151.02 		Best: 949.9 		N:6
Santana        		Mean: 185.37 		Best: 949.9 		N:5
Desrochers     		Mean: 181.56 		Best: 949.9 		N:5
Smith          		Mean: 89.81 		Best: 941.28 		N:10
Anderson       		Mean: 100.5 		Best: 932.93 		N:9
Tice           		Mean: 112.43 		Best: 914.58 		N:8
Mcclain        		Mean: 151.3 		Best: 914.49 		N:6
Wilson         		Mean: 127.4 		Best: 914.06 		N:7
Davis          		Mean: 177.9 		Best: 911.66 		N:5

########## REPORT GEN: 156 ##########
SPECIES: 
Hope           		Mean: 151.0 		Best: 949.9 		N:6
Santana        		Mean: 69.37 		Best: 949.9 		N:13
Smith          		Mean: 130.17 		Best: 949.9 		N:7
Anderson       		Mean: 70.15 		Best: 949.9 		N:13
Tice           		Mean: 70.03 		Best: 949.9 		N:13
Wilson         		Mean: 112.14 		Best: 949.9 		N:8
Allen          		Mean: 227.63 		Best: 949.9 		N:4
Davis          		Mean: 81.9 		Best: 929.99 		N:11
Desrochers     		Mean: 179.2 		Best: 914.58 		N:5
Mcclain        		Mean: 127.56 		Best: 914.06 		N:7
Harris         		Mean: 222.85 		Best: 914.04 		N:4

########## REPORT GEN: 157 ##########
SPECIES: 
Tice           		Mean: 74.77 		Best: 949.9 		N:12
Wilson         		Mean: 90.66 		Best: 949.9 		N:10
Davis          		Mean: 304.13 		Best: 949.9 		N:3
