########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Young          		Mean: 91.08 		Best: 942.42 		N:10
Bench          		Mean: 100.81 		Best: 933.49 		N:9
Wickliff       		Mean: 181.5 		Best: 928.69 		N:5
Johnson        		Mean: 129.34 		Best: 928.33 		N:7
Hansen         		Mean: 60.16 		Best: 905.37 		N:15
Peveler        		Mean: 100.23 		Best: 905.18 		N:9
Simpson        		Mean: 112.76 		Best: 903.93 		N:8
Harvey         		Mean: 69.25 		Best: 902.34 		N:13
Rittenhouse    		Mean: 150.14 		Best: 900.26 		N:6
Grady          		Mean: 112.49 		Best: 899.76 		N:8
Wallace        		Mean: 225.18 		Best: 899.61 		N:4
Aponte         		Mean: 180.07 		Best: 899.57 		N:5
Nichols        		Mean: 225.14 		Best: 899.91 		N:4

########## REPORT GEN: 150 ##########
SPECIES: 
Jackson        		Mean: 100.59 		Best: 942.42 		N:9
Campbell       		Mean: 151.3 		Best: 942.42 		N:6
Spann          		Mean: 43.06 		Best: 942.42 		N:21
Young          		Mean: 101.13 		Best: 942.42 		N:9
Bench          		Mean: 151.98 		Best: 942.42 		N:6
Johnson        		Mean: 129.74 		Best: 942.42 		N:7
Hansen         		Mean: 227.86 		Best: 942.42 		N:4
Rittenhouse    		Mean: 129.67 		Best: 942.42 		N:7
Simpson        		Mean: 113.0 		Best: 928.52 		N:8
Minor          		Mean: 150.93 		Best: 928.33 		N:6
Aponte         		Mean: 90.34 		Best: 928.33 		N:10
Rudd           		Mean: 56.47 		Best: 921.93 		N:16
Grady          		Mean: 100.22 		Best: 907.22 		N:9
Nichols        		Mean: 180.42 		Best: 905.18 		N:5
Harvey         		Mean: 150.09 		Best: 902.34 		N:6
Peveler        		Mean: 150.07 		Best: 901.39 		N:6
Wallace        		Mean: 69.36 		Best: 900.26 		N:13
Wickliff       		Mean: 128.63 		Best: 899.9 		N:7

########## REPORT GEN: 151 ##########
SPECIES: 
Young          		Mean: 113.29 		Best: 942.42 		N:8
Bench          		Mean: 90.79 		Best: 942.42 		N:10
Rittenhouse    		Mean: 82.4 		Best: 942.42 		N:11
Rudd           		Mean: 113.9 		Best: 942.42 		N:8
Grady          		Mean: 82.54 		Best: 942.42 		N:11
Nichols        		Mean: 47.64 		Best: 942.42 		N:19
Wallace        		Mean: 129.71 		Best: 942.42 		N:7
Wickliff       		Mean: 75.33 		Best: 942.42 		N:12
Peveler        		Mean: 113.13 		Best: 929.05 		N:8
Jackson        		Mean: 53.1 		Best: 928.33 		N:17
Spann          		Mean: 82.2 		Best: 928.33 		N:11
Harvey         		Mean: 100.36 		Best: 905.37 		N:9
Johnson        		Mean: 60.13 		Best: 905.15 		N:15
Simpson        		Mean: 112.64 		Best: 902.34 		N:8
Hansen         		Mean: 128.6 		Best: 902.28 		N:7
Campbell       		Mean: 112.72 		Best: 900.79 		N:8
Minor          		Mean: 180.11 		Best: 899.91 		N:5
Aponte         		Mean: 150.1 		Best: 899.65 		N:6

########## REPORT GEN: 152 ##########
SPECIES: 
Young          		Mean: 82.98 		Best: 942.42 		N:11
Rittenhouse    		Mean: 90.52 		Best: 942.42 		N:10
Grady          		Mean: 75.61 		Best: 942.42 		N:12
Wallace        		Mean: 82.29 		Best: 942.42 		N:11
Jackson        		Mean: 100.62 		Best: 942.42 		N:9
Spann          		Mean: 113.22 		Best: 942.42 		N:8
Hansen         		Mean: 60.23 		Best: 942.42 		N:15
Minor          		Mean: 101.17 		Best: 942.42 		N:9
Aponte         		Mean: 53.36 		Best: 930.37 		N:17
Peveler        		Mean: 82.21 		Best: 929.05 		N:11
Harvey         		Mean: 75.2 		Best: 905.98 		N:12
Wickliff       		Mean: 81.9 		Best: 903.87 		N:11
Rudd           		Mean: 75.12 		Best: 902.53 		N:12
Johnson        		Mean: 82.0 		Best: 902.28 		N:11
Simpson        		Mean: 100.13 		Best: 901.39 		N:9
Bench          		Mean: 128.62 		Best: 901.06 		N:7
Nichols        		Mean: 180.11 		Best: 900.34 		N:5
Campbell       		Mean: 128.61 		Best: 899.65 		N:7

########## REPORT GEN: 153 ##########
SPECIES: 
Young          		Mean: 129.56 		Best: 942.42 		N:7
Rittenhouse    		Mean: 90.77 		Best: 942.42 		N:10
Spann          		Mean: 113.76 		Best: 942.42 		N:8
Minor          		Mean: 101.23 		Best: 942.42 		N:9
Harvey         		Mean: 90.98 		Best: 942.42 		N:10
Johnson        		Mean: 82.47 		Best: 942.42 		N:11
Nichols        		Mean: 90.61 		Best: 942.42 		N:10
Jackson        		Mean: 90.36 		Best: 930.37 		N:10
Aponte         		Mean: 100.37 		Best: 929.05 		N:9
Peveler        		Mean: 81.91 		Best: 903.68 		N:11
Wickliff       		Mean: 56.36 		Best: 902.85 		N:16
Hansen         		Mean: 150.31 		Best: 902.53 		N:6
Rudd           		Mean: 128.57 		Best: 902.28 		N:7
Campbell       		Mean: 64.41 		Best: 902.28 		N:14
Wallace        		Mean: 53.04 		Best: 900.34 		N:17
Bench          		Mean: 81.84 		Best: 899.51 		N:11
Simpson        		Mean: 179.91 		Best: 899.45 		N:5
Grady          		Mean: 128.67 		Best: 901.39 		N:7

########## REPORT GEN: 154 ##########
SPECIES: 
Young          		Mean: 75.7 		Best: 942.42 		N:12
Rittenhouse    		Mean: 101.42 		Best: 942.42 		N:9
Spann          		Mean: 53.27 		Best: 942.42 		N:17
Aponte         		Mean: 114.6 		Best: 942.42 		N:8
Wickliff       		Mean: 75.74 		Best: 942.42 		N:12
Bench          		Mean: 82.4 		Best: 942.42 		N:11
Harvey         		Mean: 69.59 		Best: 929.05 		N:13
Jackson        		Mean: 69.36 		Best: 919.26 		N:13
Rudd           		Mean: 128.72 		Best: 903.87 		N:7
Grady          		Mean: 81.91 		Best: 902.85 		N:11
Wallace        		Mean: 69.24 		Best: 902.53 		N:13
Simpson        		Mean: 100.18 		Best: 901.87 		N:9
Minor          		Mean: 69.24 		Best: 901.16 		N:13
Johnson        		Mean: 128.62 		Best: 899.47 		N:7
Peveler        		Mean: 90.13 		Best: 899.47 		N:10
Campbell       		Mean: 149.95 		Best: 899.47 		N:6
Hansen         		Mean: 150.09 		Best: 899.49 		N:6
Nichols        		Mean: 99.98 		Best: 899.42 		N:9

########## REPORT GEN: 155 ##########
SPECIES: 
Young          		Mean: 101.19 		Best: 942.42 		N:9
Bench          		Mean: 101.17 		Best: 942.42 		N:9
Jackson        		Mean: 100.94 		Best: 942.42 		N:9
Campbell       		Mean: 64.77 		Best: 942.42 		N:14
Nichols        		Mean: 151.45 		Best: 942.42 		N:6
Rittenhouse    		Mean: 64.59 		Best: 935.01 		N:14
Minor          		Mean: 69.66 		Best: 934.02 		N:13
Wallace        		Mean: 100.52 		Best: 929.05 		N:9
Hansen         		Mean: 90.69 		Best: 929.01 		N:10
Aponte         		Mean: 69.65 		Best: 928.19 		N:13
Johnson        		Mean: 60.23 		Best: 923.54 		N:15
Simpson        		Mean: 45.11 		Best: 915.62 		N:20
Peveler        		Mean: 150.21 		Best: 904.35 		N:6
Harvey         		Mean: 112.61 		Best: 902.85 		N:8
Wickliff       		Mean: 89.99 		Best: 900.5 		N:10
Spann          		Mean: 112.68 		Best: 900.09 		N:8
Rudd           		Mean: 299.88 		Best: 899.5 		N:3
Grady          		Mean: 150.17 		Best: 899.35 		N:6

########## REPORT GEN: 156 ##########
SPECIES: 
Bench          		Mean: 152.35 		Best: 942.42 		N:6
Campbell       		Mean: 75.84 		Best: 942.42 		N:12
Minor          		Mean: 100.78 		Best: 942.42 		N:9
Simpson        		Mean: 114.65 		Best: 942.42 		N:8
Wickliff       		Mean: 112.97 		Best: 929.01 		N:8
Nichols        		Mean: 82.23 		Best: 928.19 		N:11
Aponte         		Mean: 90.31 		Best: 919.67 		N:10
Young          		Mean: 69.27 		Best: 903.65 		N:13
Spann          		Mean: 81.88 		Best: 902.85 		N:11
Peveler        		Mean: 90.13 		Best: 902.65 		N:10
Hansen         		Mean: 45.09 		Best: 901.87 		N:20
Grady          		Mean: 69.31 		Best: 901.62 		N:13
Rudd           		Mean: 128.57 		Best: 901.12 		N:7
Wallace        		Mean: 112.47 		Best: 900.09 		N:8
Johnson        		Mean: 299.86 		Best: 899.5 		N:3
Rittenhouse    		Mean: 128.77 		Best: 899.5 		N:7
Harvey         		Mean: 100.08 		Best: 900.72 		N:9
Jackson        		Mean: 299.91 		Best: 899.37 		N:3

########## REPORT GEN: 157 ##########
SPECIES: 
Campbell       		Mean: 100.59 		Best: 942.42 		N:9
Aponte         		Mean: 100.98 		Best: 942.42 		N:9
Grady          		Mean: 129.69 		Best: 942.42 		N:7
Harvey         		Mean: 64.56 		Best: 934.02 		N:14
Peveler        		Mean: 82.17 		Best: 929.01 		N:11
Young          		Mean: 100.77 		Best: 928.19 		N:9
Wickliff       		Mean: 112.95 		Best: 919.67 		N:8
Rudd           		Mean: 100.13 		Best: 903.65 		N:9
Wallace        		Mean: 81.85 		Best: 903.47 		N:11
Johnson        		Mean: 69.27 		Best: 902.85 		N:13
Spann          		Mean: 90.08 		Best: 902.31 		N:10
Hansen         		Mean: 150.23 		Best: 901.12 		N:6
Simpson        		Mean: 179.97 		Best: 900.1 		N:5
Minor          		Mean: 112.48 		Best: 900.06 		N:8
Jackson        		Mean: 180.0 		Best: 899.85 		N:5
Rittenhouse    		Mean: 100.15 		Best: 899.48 		N:9
Nichols        		Mean: 179.94 		Best: 899.43 		N:5
Bench          		Mean: 179.95 		Best: 899.67 		N:5

########## REPORT GEN: 158 ##########
SPECIES: 
Nichols        		Mean: 60.87 		Best: 942.42 		N:15
Jackson        		Mean: 100.91 		Best: 934.14 		N:9
Wickliff       		Mean: 112.99 		Best: 929.01 		N:8
Aponte         		Mean: 129.21 		Best: 928.28 		N:7
Campbell       		Mean: 100.34 		Best: 928.19 		N:9
Johnson        		Mean: 100.35 		Best: 913.83 		N:9
Wallace        		Mean: 452.79 		Best: 911.52 		N:2
Hansen         		Mean: 100.11 		Best: 903.47 		N:9
Minor          		Mean: 128.68 		Best: 903.47 		N:7
Spann          		Mean: 180.06 		Best: 902.31 		N:5
Young          		Mean: 128.8 		Best: 901.12 		N:7
Rudd           		Mean: 75.11 		Best: 901.12 		N:12
Bench          		Mean: 69.34 		Best: 899.92 		N:13
Peveler        		Mean: 128.54 		Best: 899.67 		N:7
Grady          		Mean: 112.64 		Best: 899.49 		N:8
Harvey         		Mean: 69.24 		Best: 900.24 		N:13
Simpson        		Mean: 69.28 		Best: 899.52 		N:13
Rittenhouse    		Mean: 69.31 		Best: 900.1 		N:13

########## REPORT GEN: 159 ##########
SPECIES: 
Aponte         		Mean: 152.37 		Best: 942.42 		N:6
Harvey         		Mean: 82.31 		Best: 942.42 		N:11
Peveler        		Mean: 151.18 		Best: 934.14 		N:6
Young          		Mean: 181.43 		Best: 929.01 		N:5
Rudd           		Mean: 129.25 		Best: 929.01 		N:7
Rittenhouse    		Mean: 100.54 		Best: 928.19 		N:9
Grady          		Mean: 82.4 		Best: 927.81 		N:11
Hansen         		Mean: 81.98 		Best: 903.47 		N:11
Spann          		Mean: 100.02 		Best: 903.47 		N:9
Nichols        		Mean: 112.66 		Best: 902.31 		N:8
Minor          		Mean: 112.52 		Best: 902.31 		N:8
Johnson        		Mean: 150.17 		Best: 902.17 		N:6
Campbell       		Mean: 112.51 		Best: 901.74 		N:8
Bench          		Mean: 90.16 		Best: 901.68 		N:10
Wickliff       		Mean: 89.98 		Best: 900.18 		N:10
Jackson        		Mean: 149.98 		Best: 899.73 		N:6
Simpson        		Mean: 112.57 		Best: 899.48 		N:8
Wallace        		Mean: 64.37 		Best: 899.43 		N:14

########## REPORT GEN: 160 ##########
SPECIES: 
Young          		Mean: 75.42 		Best: 942.42 		N:12
Campbell       		Mean: 129.47 		Best: 942.42 		N:7
Simpson        		Mean: 90.49 		Best: 942.42 		N:10
Minor          		Mean: 181.69 		Best: 934.39 		N:5
Harvey         		Mean: 100.61 		Best: 934.18 		N:9
Johnson        		Mean: 82.22 		Best: 934.14 		N:11
Wallace        		Mean: 64.58 		Best: 933.26 		N:14
Rittenhouse    		Mean: 112.99 		Best: 929.01 		N:8
Bench          		Mean: 82.09 		Best: 929.01 		N:11
Nichols        		Mean: 90.56 		Best: 928.19 		N:10
Peveler        		Mean: 150.5 		Best: 915.39 		N:6
Aponte         		Mean: 69.37 		Best: 903.47 		N:13
Rudd           		Mean: 180.28 		Best: 903.47 		N:5
Hansen         		Mean: 90.14 		Best: 902.31 		N:10
Jackson        		Mean: 64.33 		Best: 902.17 		N:14
Grady          		Mean: 64.39 		Best: 901.55 		N:14
Wickliff       		Mean: 90.06 		Best: 900.37 		N:10
Spann          		Mean: 150.09 		Best: 899.46 		N:6

########## REPORT GEN: 161 ##########
SPECIES: 
Harvey         		Mean: 113.21 		Best: 942.42 		N:8
Wallace        		Mean: 113.33 		Best: 942.42 		N:8
Jackson        		Mean: 113.22 		Best: 942.42 		N:8
Minor          		Mean: 53.3 		Best: 934.39 		N:17
Bench          		Mean: 303.75 		Best: 934.14 		N:3
Rittenhouse    		Mean: 113.05 		Best: 933.26 		N:8
Rudd           		Mean: 100.54 		Best: 929.01 		N:9
Young          		Mean: 100.53 		Best: 928.19 		N:9
Simpson        		Mean: 100.69 		Best: 923.86 		N:9
Johnson        		Mean: 225.95 		Best: 915.39 		N:4
Nichols        		Mean: 112.73 		Best: 915.39 		N:8
Spann          		Mean: 45.08 		Best: 903.68 		N:20
Hansen         		Mean: 89.99 		Best: 902.37 		N:10
Grady          		Mean: 81.91 		Best: 902.04 		N:11
Aponte         		Mean: 100.01 		Best: 901.55 		N:9
Campbell       		Mean: 64.39 		Best: 899.59 		N:14
Wickliff       		Mean: 149.96 		Best: 899.48 		N:6
Peveler        		Mean: 149.98 		Best: 899.48 		N:6

########## REPORT GEN: 162 ##########
SPECIES: 
Johnson        		Mean: 82.18 		Best: 942.42 		N:11
Young          		Mean: 100.99 		Best: 934.39 		N:9
Harvey         		Mean: 64.7 		Best: 934.14 		N:14
Hansen         		Mean: 113.01 		Best: 933.26 		N:8
Jackson        		Mean: 113.44 		Best: 929.01 		N:8
Nichols        		Mean: 90.9 		Best: 928.97 		N:10
Minor          		Mean: 69.52 		Best: 928.62 		N:13
Spann          		Mean: 129.27 		Best: 925.19 		N:7
Rudd           		Mean: 64.51 		Best: 923.86 		N:14
Peveler        		Mean: 75.09 		Best: 915.39 		N:12
Rittenhouse    		Mean: 100.02 		Best: 903.68 		N:9
Simpson        		Mean: 75.08 		Best: 902.65 		N:12
Wallace        		Mean: 60.12 		Best: 903.47 		N:15
Wickliff       		Mean: 451.07 		Best: 902.04 		N:2
Aponte         		Mean: 100.11 		Best: 899.45 		N:9
Campbell       		Mean: 180.15 		Best: 899.91 		N:5
Grady          		Mean: 128.66 		Best: 899.67 		N:7

########## REPORT GEN: 163 ##########
SPECIES: 
Wickliff       		Mean: 113.23 		Best: 942.42 		N:8
Grady          		Mean: 113.17 		Best: 934.39 		N:8
Jackson        		Mean: 101.24 		Best: 934.18 		N:9
Peveler        		Mean: 113.7 		Best: 934.14 		N:8
Wallace        		Mean: 90.46 		Best: 929.01 		N:10
Simpson        		Mean: 226.82 		Best: 928.62 		N:4
Harvey         		Mean: 181.33 		Best: 926.81 		N:5
Spann          		Mean: 181.28 		Best: 925.19 		N:5
Minor          		Mean: 181.06 		Best: 923.86 		N:5
Johnson        		Mean: 100.24 		Best: 919.88 		N:9
Bench          		Mean: 90.01 		Best: 903.13 		N:10
Rittenhouse    		Mean: 180.1 		Best: 902.86 		N:5
Rudd           		Mean: 112.48 		Best: 901.55 		N:8
Campbell       		Mean: 449.9 		Best: 899.9 		N:2
Hansen         		Mean: 224.91 		Best: 899.46 		N:4
Aponte         		Mean: 225.21 		Best: 899.41 		N:4
Young          		Mean: 150.11 		Best: 900.08 		N:6
Nichols        		Mean: 225.25 		Best: 899.48 		N:4

########## REPORT GEN: 164 ##########
SPECIES: 
Simpson        		Mean: 130.14 		Best: 942.42 		N:7
Spann          		Mean: 90.51 		Best: 934.39 		N:10
Nichols        		Mean: 227.08 		Best: 934.18 		N:4
Bench          		Mean: 90.77 		Best: 934.14 		N:10
Minor          		Mean: 100.42 		Best: 929.92 		N:9
Peveler        		Mean: 69.64 		Best: 928.62 		N:13
Hansen         		Mean: 182.3 		Best: 926.81 		N:5
Johnson        		Mean: 100.37 		Best: 919.88 		N:9
Grady          		Mean: 82.05 		Best: 919.5 		N:11
Wickliff       		Mean: 150.35 		Best: 908.63 		N:6
Harvey         		Mean: 81.89 		Best: 906.17 		N:11
Rudd           		Mean: 180.48 		Best: 906.12 		N:5
Jackson        		Mean: 150.23 		Best: 902.33 		N:6
Wallace        		Mean: 179.92 		Best: 899.86 		N:5
Young          		Mean: 150.13 		Best: 899.86 		N:6
Rittenhouse    		Mean: 179.95 		Best: 899.9 		N:5
Aponte         		Mean: 81.91 		Best: 900.06 		N:11
Campbell       		Mean: 449.77 		Best: 899.34 		N:2

########## REPORT GEN: 165 ##########
SPECIES: 
Harvey         		Mean: 113.26 		Best: 934.39 		N:8
Johnson        		Mean: 113.14 		Best: 934.18 		N:8
Minor          		Mean: 75.59 		Best: 934.14 		N:12
Nichols        		Mean: 90.82 		Best: 929.92 		N:10
Bench          		Mean: 82.61 		Best: 929.92 		N:11
Peveler        		Mean: 129.91 		Best: 926.81 		N:7
Aponte         		Mean: 75.28 		Best: 919.88 		N:12
Grady          		Mean: 129.13 		Best: 919.28 		N:7
Rudd           		Mean: 225.83 		Best: 906.17 		N:4
Jackson        		Mean: 150.22 		Best: 906.17 		N:6
Simpson        		Mean: 100.22 		Best: 906.12 		N:9
Hansen         		Mean: 75.14 		Best: 902.86 		N:12
Wallace        		Mean: 99.99 		Best: 902.86 		N:9
Campbell       		Mean: 81.95 		Best: 902.86 		N:11
Rittenhouse    		Mean: 179.93 		Best: 899.88 		N:5
Young          		Mean: 299.94 		Best: 899.48 		N:3
Wickliff       		Mean: 224.94 		Best: 899.37 		N:4
Spann          		Mean: 150.18 		Best: 901.15 		N:6

########## REPORT GEN: 166 ##########
SPECIES: 
Bench          		Mean: 129.68 		Best: 934.39 		N:7
Jackson        		Mean: 100.99 		Best: 934.18 		N:9
Wickliff       		Mean: 181.46 		Best: 934.14 		N:5
Simpson        		Mean: 82.35 		Best: 929.92 		N:11
Young          		Mean: 113.17 		Best: 929.92 		N:8
Grady          		Mean: 100.43 		Best: 928.69 		N:9
Minor          		Mean: 129.15 		Best: 926.81 		N:7
Campbell       		Mean: 150.7 		Best: 919.88 		N:6
Rittenhouse    		Mean: 60.22 		Best: 919.68 		N:15
Hansen         		Mean: 75.33 		Best: 919.28 		N:12
Nichols        		Mean: 112.71 		Best: 906.17 		N:8
Wallace        		Mean: 90.05 		Best: 906.17 		N:10
Harvey         		Mean: 128.62 		Best: 903.68 		N:7
Aponte         		Mean: 69.36 		Best: 903.68 		N:13
Rudd           		Mean: 112.75 		Best: 902.86 		N:8
Johnson        		Mean: 128.58 		Best: 901.15 		N:7
Peveler        		Mean: 300.02 		Best: 900.34 		N:3
Spann          		Mean: 449.86 		Best: 899.37 		N:2

########## REPORT GEN: 167 ##########
SPECIES: 
Jackson        		Mean: 69.7 		Best: 934.39 		N:13
Grady          		Mean: 181.35 		Best: 934.22 		N:5
Campbell       		Mean: 227.14 		Best: 934.17 		N:4
Johnson        		Mean: 227.13 		Best: 934.14 		N:4
Young          		Mean: 82.35 		Best: 928.97 		N:11
Bench          		Mean: 69.51 		Best: 928.69 		N:13
Harvey         		Mean: 75.32 		Best: 926.81 		N:12
Spann          		Mean: 75.5 		Best: 924.34 		N:12
Peveler        		Mean: 100.67 		Best: 923.69 		N:9
Simpson        		Mean: 90.24 		Best: 906.17 		N:10
Rudd           		Mean: 90.2 		Best: 906.17 		N:10
Nichols        		Mean: 100.01 		Best: 903.68 		N:9
Aponte         		Mean: 150.05 		Best: 903.68 		N:6
Rittenhouse    		Mean: 112.73 		Best: 902.86 		N:8
Wickliff       		Mean: 100.13 		Best: 901.7 		N:9
Minor          		Mean: 449.85 		Best: 899.35 		N:2
Wallace        		Mean: 299.84 		Best: 899.34 		N:3
Hansen         		Mean: 300.38 		Best: 899.48 		N:3

########## REPORT GEN: 168 ##########
SPECIES: 
Jackson        		Mean: 113.23 		Best: 934.39 		N:8
Grady          		Mean: 182.51 		Best: 934.22 		N:5
Rudd           		Mean: 75.58 		Best: 934.22 		N:12
Spann          		Mean: 100.87 		Best: 934.17 		N:9
Minor          		Mean: 227.12 		Best: 934.14 		N:4
Wallace        		Mean: 56.55 		Best: 926.81 		N:16
Campbell       		Mean: 150.72 		Best: 924.34 		N:6
Bench          		Mean: 226.84 		Best: 923.77 		N:4
Rittenhouse    		Mean: 113.31 		Best: 923.69 		N:8
Aponte         		Mean: 451.47 		Best: 906.17 		N:2
Nichols        		Mean: 112.56 		Best: 903.68 		N:8
Young          		Mean: 150.17 		Best: 901.73 		N:6
Harvey         		Mean: 128.52 		Best: 899.9 		N:7
Wickliff       		Mean: 180.15 		Best: 899.89 		N:5
Hansen         		Mean: 112.62 		Best: 899.52 		N:8
Johnson        		Mean: 128.54 		Best: 899.47 		N:7
Simpson        		Mean: 224.9 		Best: 899.42 		N:4
Peveler        		Mean: 299.93 		Best: 899.34 		N:3

########## REPORT GEN: 169 ##########
SPECIES: 
Spann          		Mean: 82.27 		Best: 934.41 		N:11
Hansen         		Mean: 113.45 		Best: 934.41 		N:8
Minor          		Mean: 91.04 		Best: 934.39 		N:10
Johnson        		Mean: 100.58 		Best: 934.17 		N:9
Wickliff       		Mean: 113.06 		Best: 928.56 		N:8
Harvey         		Mean: 181.31 		Best: 926.81 		N:5
Simpson        		Mean: 303.04 		Best: 924.34 		N:3
Bench          		Mean: 129.73 		Best: 923.77 		N:7
Peveler        		Mean: 227.99 		Best: 923.69 		N:4
Aponte         		Mean: 128.73 		Best: 906.17 		N:7
Nichols        		Mean: 112.57 		Best: 906.17 		N:8
Campbell       		Mean: 90.16 		Best: 901.83 		N:10
Grady          		Mean: 180.19 		Best: 900.1 		N:5
Jackson        		Mean: 64.38 		Best: 899.63 		N:14
Wallace        		Mean: 225.17 		Best: 899.47 		N:4
Rittenhouse    		Mean: 449.75 		Best: 899.46 		N:2
Young          		Mean: 81.91 		Best: 899.47 		N:11
Rudd           		Mean: 90.11 		Best: 899.86 		N:10

########## REPORT GEN: 170 ##########
SPECIES: 
Grady          		Mean: 90.64 		Best: 942.42 		N:10
Bench          		Mean: 130.2 		Best: 934.5 		N:7
Spann          		Mean: 151.15 		Best: 934.41 		N:6
Simpson        		Mean: 151.82 		Best: 934.41 		N:6
Minor          		Mean: 227.13 		Best: 934.39 		N:4
Rittenhouse    		Mean: 150.94 		Best: 934.17 		N:6
Wickliff       		Mean: 129.22 		Best: 928.56 		N:7
Young          		Mean: 129.69 		Best: 926.81 		N:7
Jackson        		Mean: 100.6 		Best: 926.2 		N:9
Rudd           		Mean: 129.78 		Best: 924.34 		N:7
Peveler        		Mean: 129.22 		Best: 923.77 		N:7
Nichols        		Mean: 75.06 		Best: 906.17 		N:12
Johnson        		Mean: 100.1 		Best: 903.68 		N:9
Harvey         		Mean: 128.64 		Best: 903.68 		N:7
Wallace        		Mean: 112.47 		Best: 900.09 		N:8
Aponte         		Mean: 112.57 		Best: 901.83 		N:8
Hansen         		Mean: 112.56 		Best: 899.46 		N:8
Campbell       		Mean: 299.91 		Best: 899.45 		N:3

########## REPORT GEN: 171 ##########
SPECIES: 
Minor          		Mean: 130.91 		Best: 942.42 		N:7
Grady          		Mean: 101.01 		Best: 934.5 		N:9
Peveler        		Mean: 129.93 		Best: 934.41 		N:7
Johnson        		Mean: 129.98 		Best: 934.17 		N:7
Campbell       		Mean: 75.24 		Best: 934.13 		N:12
Wallace        		Mean: 150.78 		Best: 928.56 		N:6
Rittenhouse    		Mean: 113.46 		Best: 926.81 		N:8
Nichols        		Mean: 113.05 		Best: 924.34 		N:8
Rudd           		Mean: 69.46 		Best: 923.77 		N:13
Hansen         		Mean: 90.26 		Best: 923.69 		N:10
Aponte         		Mean: 112.61 		Best: 903.85 		N:8
Simpson        		Mean: 100.18 		Best: 903.68 		N:9
Wickliff       		Mean: 150.05 		Best: 903.68 		N:6
Harvey         		Mean: 37.57 		Best: 902.26 		N:24
Bench          		Mean: 128.75 		Best: 900.35 		N:7
Jackson        		Mean: 99.98 		Best: 900.12 		N:9
Spann          		Mean: 90.11 		Best: 899.46 		N:10
Young          		Mean: 150.2 		Best: 899.9 		N:6

########## REPORT GEN: 172 ##########
SPECIES: 
Bench          		Mean: 101.21 		Best: 942.42 		N:9
Campbell       		Mean: 82.25 		Best: 934.5 		N:11
Hansen         		Mean: 101.64 		Best: 934.41 		N:9
Spann          		Mean: 90.43 		Best: 934.17 		N:10
Grady          		Mean: 60.23 		Best: 934.13 		N:15
Young          		Mean: 69.54 		Best: 932.52 		N:13
Peveler        		Mean: 64.58 		Best: 928.56 		N:14
Harvey         		Mean: 75.41 		Best: 926.81 		N:12
Johnson        		Mean: 90.43 		Best: 926.2 		N:10
Rudd           		Mean: 75.31 		Best: 924.34 		N:12
Wallace        		Mean: 64.47 		Best: 923.77 		N:14
Simpson        		Mean: 150.18 		Best: 907.01 		N:6
Aponte         		Mean: 60.02 		Best: 903.85 		N:15
Nichols        		Mean: 90.04 		Best: 903.68 		N:10
Jackson        		Mean: 90.1 		Best: 903.68 		N:10
Rittenhouse    		Mean: 90.13 		Best: 901.11 		N:10
Wickliff       		Mean: 89.98 		Best: 900.09 		N:10
Minor          		Mean: 179.97 		Best: 899.35 		N:5

########## REPORT GEN: 173 ##########
SPECIES: 
Wickliff       		Mean: 82.4 		Best: 942.42 		N:11
Rittenhouse    		Mean: 53.34 		Best: 934.5 		N:17
Spann          		Mean: 82.43 		Best: 934.41 		N:11
Minor          		Mean: 75.82 		Best: 934.17 		N:12
Peveler        		Mean: 75.36 		Best: 932.52 		N:12
Hansen         		Mean: 82.15 		Best: 926.2 		N:11
Aponte         		Mean: 113.04 		Best: 924.34 		N:8
Campbell       		Mean: 64.64 		Best: 923.77 		N:14
Bench          		Mean: 150.67 		Best: 923.26 		N:6
Nichols        		Mean: 128.85 		Best: 907.01 		N:7
Johnson        		Mean: 180.48 		Best: 903.85 		N:5
Simpson        		Mean: 75.01 		Best: 901.56 		N:12
Harvey         		Mean: 128.57 		Best: 900.35 		N:7
Rudd           		Mean: 74.99 		Best: 900.3 		N:12
Grady          		Mean: 150.01 		Best: 900.17 		N:6
Wallace        		Mean: 89.97 		Best: 899.73 		N:10
Young          		Mean: 90.07 		Best: 901.11 		N:10
Jackson        		Mean: 180.14 		Best: 900.09 		N:5

########## REPORT GEN: 174 ##########
SPECIES: 
Young          		Mean: 69.99 		Best: 942.42 		N:13
Rudd           		Mean: 75.28 		Best: 934.5 		N:12
Harvey         		Mean: 150.95 		Best: 934.13 		N:6
Peveler        		Mean: 456.99 		Best: 928.56 		N:2
Grady          		Mean: 53.31 		Best: 928.56 		N:17
Aponte         		Mean: 53.09 		Best: 926.2 		N:17
Simpson        		Mean: 113.03 		Best: 924.34 		N:8
Minor          		Mean: 100.28 		Best: 923.77 		N:9
Nichols        		Mean: 113.02 		Best: 923.47 		N:8
Spann          		Mean: 100.56 		Best: 920.05 		N:9
Wickliff       		Mean: 81.98 		Best: 907.01 		N:11
Wallace        		Mean: 150.08 		Best: 903.85 		N:6
Jackson        		Mean: 100.26 		Best: 903.68 		N:9
Hansen         		Mean: 128.69 		Best: 902.8 		N:7
Campbell       		Mean: 81.89 		Best: 901.13 		N:11
Rittenhouse    		Mean: 100.0 		Best: 900.35 		N:9
